Fasciaeta,ID Film,Voto Massimo,Voto Minimo
over 55,1466,5,2
over 55,1468,5,1
over 55,1471,4,4
over 55,1472,4,2
over 55,1473,4,2
over 55,1474,4,1
over 55,1475,4,1
over 55,1476,5,1
over 55,1477,5,3
over 55,1479,5,1
over 55,1480,5,1
over 55,1482,4,2
over 55,1483,5,1
over 55,1484,5,1
over 55,1485,5,1
over 55,1486,2,2
over 55,1487,5,1
over 55,1488,5,1
over 55,1489,3,3
over 55,1490,3,2
over 55,1493,5,1
over 55,1494,4,2
over 55,1495,1,1
over 55,1496,5,3
over 55,1497,4,1
over 55,1498,4,1
over 55,1499,5,1
over 55,1500,5,1
over 55,1501,3,3
over 55,1502,2,2
over 55,1503,4,1
over 55,1504,4,3
over 55,1507,4,3
over 55,1508,4,2
over 55,1509,4,2
over 55,1511,4,2
over 55,1513,5,1
over 55,1515,4,1
over 55,1516,5,1
over 55,1517,5,1
over 55,1518,5,1
over 55,1519,5,2
over 55,1520,1,1
over 55,1522,3,2
over 55,1523,4,1
over 55,1525,4,1
over 55,1526,4,1
over 55,1527,5,1
over 55,1529,4,2
over 55,1532,3,3
over 55,1533,4,4
over 55,1534,5,2
over 55,1535,5,1
over 55,1537,5,1
over 55,1538,3,1
over 55,1539,3,3
over 55,1541,5,1
over 55,1542,5,2
over 55,1543,4,4
over 55,1544,5,1
over 55,1545,5,2
over 55,1546,5,2
over 55,1547,5,2
over 55,1549,3,2
over 55,1550,4,1
over 55,1551,4,1
over 55,1552,5,1
over 55,1554,5,1
over 55,1555,4,4
over 55,1556,4,1
over 55,1562,5,1
over 55,1563,5,3
over 55,1564,5,2
over 55,1565,2,1
over 55,1566,5,1
over 55,1567,4,4
over 55,1569,5,1
over 55,1570,5,4
over 55,1571,4,1
over 55,1572,3,2
over 55,1573,5,1
over 55,1574,1,1
over 55,1575,4,1
over 55,1580,5,1
over 55,1581,5,1
over 55,1582,4,2
over 55,1583,4,2
over 55,1584,5,1
over 55,1585,5,1
over 55,1586,5,1
over 55,1587,5,1
over 55,1588,5,1
over 55,1589,5,1
over 55,1590,5,1
over 55,1591,5,1
over 55,1592,4,1
over 55,1593,5,1
over 55,1594,5,1
over 55,1595,2,1
over 55,1596,4,3
over 55,1597,5,1
over 55,1598,5,1
over 55,1599,4,1
over 55,1600,4,1
over 55,1601,5,1
over 55,1602,4,1
over 55,1603,5,1
over 55,1604,5,1
over 55,1605,4,1
over 55,1606,4,1
over 55,1608,5,1
over 55,1609,4,1
over 55,1610,5,1
over 55,1611,5,1
over 55,1612,5,2
over 55,1613,5,2
over 55,1614,5,1
over 55,1615,5,2
over 55,1616,4,1
over 55,1617,5,1
over 55,1619,5,1
over 55,1620,5,2
over 55,1621,5,3
over 55,1623,5,1
over 55,1624,4,1
over 55,1625,5,2
over 55,1626,4,1
over 55,1627,4,1
over 55,1629,4,1
over 55,1631,5,1
over 55,1632,2,1
over 55,1633,5,2
over 55,1635,5,1
over 55,1639,5,1
over 55,1640,5,1
over 55,1641,5,1
over 55,1642,5,1
over 55,1643,5,2
over 55,1644,5,1
over 55,1645,5,1
over 55,1646,4,1
over 55,1647,5,1
over 55,1648,5,1
over 55,1649,5,1
over 55,1650,4,3
over 55,1651,3,2
over 55,1653,5,1
over 55,1654,5,2
over 55,1655,5,1
over 55,1656,4,2
over 55,1657,5,3
over 55,1658,4,1
over 55,1659,5,5
over 55,1660,5,2
over 55,1661,4,2
over 55,1662,5,1
over 55,1663,5,1
over 55,1665,5,1
over 55,1666,2,2
over 55,1667,4,1
over 55,1668,4,2
over 55,1669,5,1
over 55,1670,5,1
over 55,1671,4,3
over 55,1672,5,1
over 55,1673,5,1
over 55,1674,5,1
over 55,1675,3,3
over 55,1676,5,1
over 55,1677,4,1
over 55,1678,5,1
over 55,1679,2,1
over 55,1680,5,1
over 55,1681,5,1
over 55,1682,5,1
over 55,1683,5,2
over 55,1684,5,2
over 55,1686,5,2
over 55,1687,5,1
over 55,1688,5,1
over 55,1689,5,1
over 55,1690,5,1
over 55,1692,5,1
over 55,1693,5,1
over 55,1694,5,2
over 55,1695,5,3
over 55,1696,5,4
over 55,1699,5,1
over 55,1701,5,1
over 55,1702,5,1
over 55,1703,5,1
over 55,1704,5,2
over 55,1707,4,1
over 55,1711,5,1
over 55,1713,5,1
over 55,1715,2,2
over 55,1717,5,1
over 55,1718,2,2
over 55,1719,5,2
over 55,1720,2,2
over 55,1721,5,1
over 55,1722,5,1
over 55,1725,5,3
over 55,1726,5,1
over 55,1727,5,1
over 55,1728,5,2
over 55,1729,5,1
over 55,1730,5,3
over 55,1731,5,1
over 55,1732,5,1
over 55,1733,5,2
over 55,1734,5,2
over 55,1735,5,1
over 55,1739,2,1
over 55,1741,5,5
over 55,1743,5,1
over 55,1744,5,1
over 55,1746,4,1
over 55,1747,5,1
over 55,1748,5,1
over 55,1749,4,3
over 55,1750,4,1
over 55,1752,4,1
over 55,1753,5,1
over 55,1754,5,1
over 55,1755,4,2
over 55,1756,4,1
over 55,1758,5,1
over 55,1759,4,3
over 55,1760,5,1
over 55,1762,5,1
over 55,1767,4,1
over 55,1769,5,1
over 55,1770,4,3
over 55,1771,5,1
over 55,1772,5,1
over 55,1777,5,1
over 55,1779,5,1
over 55,1780,5,5
over 55,1782,2,2
over 55,1783,4,1
over 55,1784,5,1
over 55,1785,5,1
over 55,1787,5,5
over 55,1788,5,3
over 55,1791,4,1
over 55,1792,5,1
over 55,1794,5,1
over 55,1796,1,1
over 55,1797,5,2
over 55,1798,4,3
over 55,1799,5,2
over 55,1801,5,1
over 55,1804,4,1
over 55,1805,5,1
over 55,1806,5,1
over 55,1807,4,4
over 55,1809,5,1
over 55,1810,5,1
over 55,1812,5,3
over 55,1814,3,3
over 55,1816,5,1
over 55,1817,3,2
over 55,1821,5,1
over 55,1822,2,1
over 55,1824,5,1
over 55,1825,5,1
over 55,1826,3,1
over 55,1827,5,2
over 55,1829,5,2
over 55,1831,5,1
over 55,1832,4,4
over 55,1833,5,1
over 55,1834,5,1
over 55,1835,5,1
over 55,1836,5,1
over 55,1837,5,1
over 55,1839,4,1
over 55,1840,5,1
over 55,1841,4,2
over 55,1844,5,4
over 55,1845,5,1
over 55,1846,3,1
over 55,1848,5,1
over 55,1849,2,1
over 55,1850,5,1
over 55,1851,4,4
over 55,1853,2,1
over 55,1854,5,1
over 55,1855,5,1
over 55,1856,4,3
over 55,1857,3,3
over 55,1858,5,1
over 55,1859,5,2
over 55,1860,5,1
over 55,1861,4,3
over 55,1862,4,1
over 55,1863,4,1
over 55,1864,3,2
over 55,1865,5,4
over 55,1866,5,1
over 55,1867,3,1
over 55,1868,1,1
over 55,1869,3,1
over 55,1870,4,2
over 55,1873,5,1
over 55,1874,4,2
over 55,1875,5,2
over 55,1876,5,1
over 55,1878,4,1
over 55,1879,5,2
over 55,1880,5,2
over 55,1881,5,1
over 55,1882,5,1
over 55,1883,5,1
over 55,1884,5,1
over 55,1885,5,1
over 55,1886,2,2
over 55,1887,4,1
over 55,1888,5,1
over 55,1889,5,3
over 55,1891,2,1
over 55,1892,5,2
over 55,1893,5,5
over 55,1894,5,1
over 55,1895,5,1
over 55,1896,4,2
over 55,1897,5,2
over 55,1898,4,3
over 55,1899,4,2
over 55,1900,5,2
over 55,1902,2,2
over 55,1903,4,3
over 55,1904,5,2
over 55,1906,5,3
over 55,1907,5,1
over 55,1909,5,1
over 55,1910,5,3
over 55,1911,5,1
over 55,1912,5,1
over 55,1913,5,1
over 55,1914,5,1
over 55,1916,5,1
over 55,1917,5,1
over 55,1918,5,1
over 55,1919,5,1
over 55,1920,5,1
over 55,1921,5,1
over 55,1922,4,1
over 55,1923,5,1
over 55,1924,5,1
over 55,1925,5,2
over 55,1926,5,2
over 55,1927,5,1
over 55,1928,4,2
over 55,1929,5,3
over 55,1931,5,2
over 55,1932,4,2
over 55,1933,4,1
over 55,1934,5,3
over 55,1935,5,2
over 55,1936,5,2
over 55,1937,5,2
over 55,1938,5,2
over 55,1939,5,2
over 55,1940,5,3
over 55,1941,5,1
over 55,1942,5,3
over 55,1943,4,3
over 55,1944,5,2
over 55,1945,5,2
over 55,1946,5,2
over 55,1947,5,2
over 55,1948,5,2
over 55,1949,5,2
over 55,1950,5,2
over 55,1951,5,1
over 55,1952,5,1
over 55,1953,5,1
over 55,1954,5,1
over 55,1955,5,1
over 55,1956,5,1
over 55,1957,5,1
over 55,1958,5,1
over 55,1959,5,1
over 55,1960,5,1
over 55,1961,5,1
over 55,1962,5,1
over 55,1963,5,1
over 55,1964,5,3
over 55,1965,5,1
over 55,1966,5,2
over 55,1967,5,1
over 55,1968,5,1
over 55,1969,5,1
over 55,1970,5,1
over 55,1971,5,1
over 55,1972,5,1
over 55,1973,5,1
over 55,1974,5,1
over 55,1975,5,1
over 55,1976,5,1
over 55,1977,5,1
over 55,1978,5,1
over 55,1979,5,1
over 55,1980,5,1
over 55,1981,5,1
over 55,1982,5,1
over 55,1983,5,1
over 55,1984,5,1
over 55,1985,5,1
over 55,1986,5,1
over 55,1987,4,1
over 55,1988,3,1
over 55,1989,1,1
over 55,1990,4,1
over 55,1991,5,1
over 55,1992,5,1
over 55,1993,5,1
over 55,1994,5,1
over 55,1995,5,1
over 55,1996,5,1
over 55,1997,5,1
over 55,1998,3,1
over 55,1999,5,1
over 55,2000,5,1
over 55,2001,5,1
over 55,2002,5,1
over 55,2003,5,1
over 55,2004,5,1
over 55,2005,5,1
over 55,2006,5,1
over 55,2007,4,1
over 55,2008,3,3
over 55,2009,5,1
over 55,2010,5,1
over 55,2011,5,1
over 55,2012,5,1
over 55,2013,5,2
over 55,2014,5,1
over 55,2015,5,1
over 55,2016,4,1
over 55,2017,4,1
over 55,2018,5,1
over 55,2019,5,2
over 55,2020,5,1
over 55,2021,5,1
over 55,2022,5,1
over 55,2023,5,1
over 55,2024,5,2
over 55,2025,5,2
over 55,2026,4,1
over 55,2027,4,1
over 55,2028,5,1
over 55,2029,5,2
over 55,2031,4,2
over 55,2032,3,1
over 55,2033,5,1
over 55,2034,5,1
over 55,2035,4,2
over 55,2036,4,1
over 55,2037,4,3
over 55,2038,5,1
over 55,2040,4,1
over 55,2041,5,1
over 55,2042,5,1
over 55,2043,5,1
over 55,2044,3,1
over 55,2045,5,3
over 55,2046,5,1
over 55,2047,5,3
over 55,2048,5,1
over 55,2049,5,2
over 55,2050,4,1
over 55,2051,4,1
over 55,2052,5,1
over 55,2053,4,1
over 55,2054,5,1
over 55,2055,4,2
over 55,2056,5,4
over 55,2057,5,3
over 55,2058,5,2
over 55,2059,5,1
over 55,2060,5,1
over 55,2061,4,3
over 55,2062,4,2
over 55,2063,1,1
over 55,2064,5,1
over 55,2065,5,1
over 55,2066,5,2
over 55,2067,5,2
over 55,2068,5,2
over 55,2069,5,1
over 55,2070,5,1
over 55,2071,5,2
over 55,2072,5,1
over 55,2073,5,1
over 55,2074,5,3
over 55,2075,5,2
over 55,2076,5,1
over 55,2077,5,2
over 55,2078,5,2
over 55,2079,4,3
over 55,2080,5,1
over 55,2081,5,1
over 55,2082,5,1
over 55,2083,5,1
over 55,2084,5,1
over 55,2085,5,1
over 55,2086,4,3
over 55,2087,5,1
over 55,2088,5,1
over 55,2089,5,1
over 55,2090,5,1
over 55,2091,5,1
over 55,2092,4,1
over 55,2093,5,1
over 55,2094,5,1
over 55,2095,4,1
over 55,2096,5,1
over 55,2097,5,1
over 55,2098,5,1
over 55,2099,5,1
over 55,2100,5,1
over 55,2101,5,5
over 55,2102,5,1
over 55,2103,4,2
over 55,2104,4,3
over 55,2105,5,1
over 55,2106,5,1
over 55,2107,5,1
over 55,2108,5,1
over 55,2109,5,1
over 55,2110,5,2
over 55,2111,5,1
over 55,2112,5,2
over 55,2113,5,1
over 55,2114,5,1
over 55,2115,5,1
over 55,2116,5,1
over 55,2117,5,2
over 55,2118,5,1
over 55,2119,5,1
over 55,2120,5,1
over 55,2121,4,1
over 55,2122,5,1
over 55,2123,4,1
over 55,2124,5,1
over 55,2125,5,1
over 55,2126,5,1
over 55,2128,3,3
over 55,2130,5,1
over 55,2131,5,2
over 55,2132,5,1
over 55,2133,5,1
over 55,2134,5,1
over 55,2135,4,2
over 55,2136,5,1
over 55,2137,5,1
over 55,2138,5,1
over 55,2139,5,1
over 55,2140,5,1
over 55,2141,5,1
over 55,2142,5,1
over 55,2143,5,1
over 55,2144,5,1
over 55,2145,5,1
over 55,2146,5,1
over 55,2147,5,1
over 55,2148,5,1
over 55,2149,4,1
over 55,2150,5,1
over 55,2151,5,1
over 55,2152,3,1
over 55,2153,5,1
over 55,2154,5,1
over 55,2155,5,1
over 55,2156,4,3
over 55,2157,5,2
over 55,2158,4,1
over 55,2159,5,1
over 55,2160,5,1
over 55,2161,5,1
over 55,2162,5,1
over 55,2163,5,1
over 55,2164,3,1
over 55,2165,5,1
over 55,2166,5,1
over 55,2167,5,1
over 55,2168,5,1
over 55,2169,4,1
over 55,2170,5,1
over 55,2171,5,2
over 55,2172,3,3
over 55,2173,5,2
over 55,2174,5,1
over 55,2175,5,3
over 55,2176,5,2
over 55,2177,5,2
over 55,2178,4,2
over 55,2179,4,1
over 55,2180,5,1
over 55,2181,5,2
over 55,2182,5,3
over 55,2183,5,2
over 55,2184,5,2
over 55,2185,4,4
over 55,2186,5,2
over 55,2187,2,2
over 55,2188,5,1
over 55,2190,5,2
over 55,2191,3,3
over 55,2192,5,1
over 55,2193,5,1
over 55,2194,5,1
over 55,2195,5,1
over 55,2196,4,2
over 55,2197,5,4
over 55,2198,3,3
over 55,2200,2,2
over 55,2201,5,3
over 55,2202,5,2
over 55,2203,5,3
over 55,2204,5,1
over 55,2205,5,4
over 55,2206,5,2
over 55,2208,5,2
over 55,2210,5,3
over 55,2211,5,2
over 55,2212,5,2
over 55,2215,4,2
over 55,2219,4,4
over 55,2223,4,4
over 55,2227,4,3
over 55,2231,5,2
over 55,2232,5,1
over 55,2233,2,2
over 55,2234,2,1
over 55,2236,5,2
over 55,2237,5,3
over 55,2238,5,3
over 55,2239,5,2
over 55,2240,5,2
over 55,2241,5,1
over 55,2243,5,1
over 55,2244,4,4
over 55,2245,5,1
over 55,2246,3,2
over 55,2247,4,1
over 55,2248,5,2
over 55,2249,5,1
over 55,2250,5,1
over 55,2252,5,1
over 55,2253,5,1
over 55,2255,4,1
over 55,2256,3,3
over 55,2257,4,4
over 55,2258,4,4
over 55,2259,4,1
over 55,2260,3,2
over 55,2261,4,1
over 55,2262,5,1
over 55,2263,5,1
over 55,2264,3,1
over 55,2265,4,1
over 55,2266,5,1
over 55,2267,5,2
over 55,2268,5,2
over 55,2269,5,1
over 55,2271,4,2
over 55,2272,4,2
over 55,2273,5,1
over 55,2275,5,1
over 55,2276,5,2
over 55,2278,5,1
over 55,2279,5,1
over 55,2280,5,2
over 55,2281,4,2
over 55,2282,5,1
over 55,2283,5,1
over 55,2284,5,3
over 55,2285,4,3
over 55,2286,4,1
over 55,2287,5,1
over 55,2288,5,1
over 55,2289,5,1
over 55,2290,5,2
over 55,2291,5,1
over 55,2292,4,4
over 55,2293,4,1
over 55,2294,5,1
over 55,2295,5,2
over 55,2296,5,1
over 55,2297,5,1
over 55,2298,3,1
over 55,2300,5,2
over 55,2301,5,1
over 55,2302,5,1
over 55,2303,5,2
over 55,2304,4,4
over 55,2305,4,1
over 55,2306,5,1
over 55,2307,4,1
over 55,2309,4,4
over 55,2310,5,2
over 55,2311,5,1
over 55,2312,5,2
over 55,2313,5,1
over 55,2314,5,1
over 55,2315,5,1
over 55,2316,4,1
over 55,2318,5,2
over 55,2320,5,2
over 55,2321,5,1
over 55,2322,5,1
over 55,2323,5,2
over 55,2324,5,1
over 55,2325,5,1
over 55,2326,5,3
over 55,2327,5,1
over 55,2328,5,1
over 55,2329,5,2
over 55,2330,5,2
over 55,2331,5,2
over 55,2332,5,5
over 55,2333,5,1
over 55,2334,5,1
over 55,2335,5,1
over 55,2336,5,1
over 55,2337,5,1
over 55,2338,5,1
over 55,2339,4,2
over 55,2340,5,1
over 55,2341,5,2
over 55,2342,5,3
over 55,2344,5,1
over 55,2345,4,3
over 55,2346,5,1
over 55,2347,4,3
over 55,2348,5,1
over 55,2349,5,2
over 55,2350,5,2
over 55,2351,5,2
over 55,2352,5,1
over 55,2353,5,1
over 55,2354,4,1
over 55,2355,5,1
over 55,2356,4,1
over 55,2357,5,2
over 55,2359,5,1
over 55,2360,5,3
over 55,2361,5,1
over 55,2362,5,1
over 55,2363,5,1
over 55,2364,4,1
over 55,2365,5,1
over 55,2366,5,1
over 55,2367,5,1
over 55,2368,3,1
over 55,2369,5,1
over 55,2370,5,2
over 55,2371,5,1
over 55,2372,5,1
over 55,2373,5,1
over 55,2374,5,1
over 55,2375,5,1
over 55,2376,5,1
over 55,2377,5,1
over 55,2378,5,1
over 55,2379,5,1
over 55,2380,3,1
over 55,2381,3,1
over 55,2382,4,1
over 55,2383,3,1
over 55,2384,5,1
over 55,2385,5,1
over 55,2386,4,1
over 55,2387,5,1
over 55,2388,4,2
over 55,2389,5,1
over 55,2390,5,1
over 55,2391,5,1
over 55,2392,4,1
over 55,2393,5,1
over 55,2394,5,1
over 55,2395,5,1
over 55,2396,5,1
over 55,2397,4,2
over 55,2398,5,1
over 55,2399,5,1
over 55,2400,4,1
over 55,2401,5,2
over 55,2402,5,1
over 55,2403,5,1
over 55,2404,4,1
over 55,2405,5,1
over 55,2406,5,1
over 55,2407,5,1
over 55,2408,4,1
over 55,2409,5,1
over 55,2410,5,1
over 55,2411,5,1
over 55,2412,5,1
over 55,2413,5,1
over 55,2414,5,1
over 55,2415,4,2
over 55,2416,5,1
over 55,2417,5,2
over 55,2418,4,1
over 55,2419,4,2
over 55,2420,5,1
over 55,2421,5,1
over 55,2422,4,1
over 55,2423,5,1
over 55,2424,5,1
over 55,2425,4,2
over 55,2426,5,2
over 55,2427,5,1
over 55,2428,5,1
over 55,2429,5,1
over 55,2430,5,1
over 55,2431,5,1
over 55,2432,5,1
over 55,2433,5,1
over 55,2434,5,2
over 55,2435,5,1
over 55,2436,5,2
over 55,2437,5,3
over 55,2439,5,1
over 55,2440,4,2
over 55,2441,4,1
over 55,2442,5,3
over 55,2443,5,2
over 55,2444,5,5
over 55,2445,4,2
over 55,2446,3,1
over 55,2447,5,1
over 55,2448,5,1
over 55,2449,3,1
over 55,2450,4,1
over 55,2451,5,1
over 55,2452,1,1
over 55,2453,4,1
over 55,2454,5,1
over 55,2455,5,1
over 55,2456,5,1
over 55,2457,5,1
over 55,2458,4,1
over 55,2459,5,1
over 55,2460,5,1
over 55,2461,4,1
over 55,2462,5,1
over 55,2463,5,1
over 55,2464,3,2
over 55,2465,2,1
over 55,2466,5,2
over 55,2467,5,2
over 55,2468,5,1
over 55,2469,5,1
over 55,2470,5,1
over 55,2471,4,1
over 55,2472,4,1
over 55,2473,4,1
over 55,2474,5,2
over 55,2475,5,1
over 55,2476,5,1
over 55,2477,4,1
over 55,2478,5,1
over 55,2479,4,1
over 55,2481,4,3
over 55,2482,4,1
over 55,2483,4,1
over 55,2485,5,1
over 55,2486,1,1
over 55,2487,2,1
over 55,2488,5,4
over 55,2490,5,1
over 55,2491,5,1
over 55,2492,5,1
over 55,2493,5,3
over 55,2494,5,3
over 55,2495,5,1
over 55,2496,5,1
over 55,2497,5,1
over 55,2498,4,1
over 55,2499,5,1
over 55,2500,5,1
over 55,2501,5,2
over 55,2502,5,1
over 55,2503,5,4
over 55,2504,5,1
over 55,2505,5,1
over 55,2506,5,1
over 55,2507,4,1
over 55,2509,3,2
over 55,2511,5,3
over 55,2512,5,3
over 55,2513,5,1
over 55,2514,5,1
over 55,2515,3,1
over 55,2516,4,1
over 55,2517,5,1
over 55,2518,5,1
over 55,2519,5,1
over 55,2520,5,1
over 55,2521,4,1
over 55,2522,3,1
over 55,2523,4,2
over 55,2524,4,1
over 55,2525,3,1
over 55,2526,4,1
over 55,2527,5,1
over 55,2528,5,1
over 55,2529,5,1
over 55,2530,5,1
over 55,2531,5,1
over 55,2532,5,1
over 55,2533,5,1
over 55,2534,3,1
over 55,2535,4,1
over 55,2536,3,1
over 55,2537,4,2
over 55,2538,3,3
over 55,2539,5,1
over 55,2540,5,1
over 55,2541,5,1
over 55,2542,5,2
over 55,2543,4,3
over 55,2544,4,2
over 55,2545,3,2
over 55,2546,5,1
over 55,2548,4,1
over 55,2549,4,1
over 55,2550,5,1
over 55,2551,5,1
over 55,2552,4,1
over 55,2553,5,1
over 55,2554,5,1
over 55,2555,4,1
over 55,2558,4,1
over 55,2559,5,1
over 55,2560,5,1
over 55,2561,4,1
over 55,2562,4,4
over 55,2565,5,1
over 55,2566,4,1
over 55,2567,5,1
over 55,2568,3,1
over 55,2570,5,2
over 55,2571,5,1
over 55,2572,5,1
over 55,2573,4,3
over 55,2574,4,1
over 55,2575,5,1
over 55,2577,3,2
over 55,2579,4,1
over 55,2580,5,2
over 55,2581,5,1
over 55,2582,5,1
over 55,2583,5,1
over 55,2585,5,3
over 55,2586,3,1
over 55,2587,5,1
over 55,2589,4,3
over 55,2590,5,2
over 55,2592,3,3
over 55,2593,5,5
over 55,2594,5,2
over 55,2596,5,2
over 55,2597,4,1
over 55,2598,5,1
over 55,2599,5,1
over 55,2600,5,1
over 55,2602,2,1
over 55,2605,5,1
over 55,2606,5,1
over 55,2607,5,2
over 55,2609,5,3
over 55,2610,5,2
over 55,2611,5,2
over 55,2612,5,3
over 55,2613,5,1
over 55,2614,4,1
over 55,2615,4,1
over 55,2616,5,1
over 55,2617,5,1
over 55,2618,5,2
over 55,2620,4,2
over 55,2621,5,2
over 55,2622,5,1
over 55,2624,5,2
over 55,2625,5,2
over 55,2626,4,3
over 55,2627,4,3
over 55,2628,5,1
over 55,2629,4,1
over 55,2630,5,1
over 55,2632,5,5
over 55,2633,5,1
over 55,2634,5,1
over 55,2635,5,1
over 55,2636,3,1
over 55,2637,4,1
over 55,2638,3,1
over 55,2639,5,1
over 55,2640,5,1
over 55,2641,5,1
over 55,2642,4,1
over 55,2643,5,1
over 55,2644,5,1
over 55,2645,5,1
over 55,2646,4,1
over 55,2647,5,1
over 55,2648,5,1
over 55,2649,4,1
over 55,2650,3,1
over 55,2651,4,1
over 55,2652,4,1
over 55,2653,3,1
over 55,2654,5,1
over 55,2655,5,1
over 55,2656,5,1
over 55,2657,5,1
over 55,2658,3,2
over 55,2659,5,2
over 55,2660,5,2
over 55,2661,5,2
over 55,2662,5,1
over 55,2663,4,2
over 55,2664,5,1
over 55,2665,5,2
over 55,2666,5,4
over 55,2667,5,2
over 55,2668,5,1
over 55,2669,5,2
over 55,2670,5,3
over 55,2671,5,1
over 55,2672,5,1
over 55,2673,5,5
over 55,2674,2,2
over 55,2675,5,4
over 55,2676,5,1
over 55,2677,5,2
over 55,2678,4,2
over 55,2679,4,3
over 55,2681,5,2
over 55,2682,5,2
over 55,2683,5,1
over 55,2686,5,1
over 55,2687,5,2
over 55,2688,5,1
over 55,2689,5,1
over 55,2690,5,1
over 55,2691,5,1
over 55,2692,5,1
over 55,2693,5,2
over 55,2694,5,1
over 55,2695,3,2
over 55,2696,5,3
over 55,2697,5,3
over 55,2699,5,1
over 55,2700,5,1
over 55,2701,5,1
over 55,2702,5,1
over 55,2704,5,1
over 55,2705,5,1
over 55,2706,5,1
over 55,2707,5,1
over 55,2708,5,2
over 55,2709,5,1
over 55,2710,5,1
over 55,2711,4,3
over 55,2712,5,1
over 55,2713,5,1
over 55,2714,5,2
over 55,2715,3,3
over 55,2716,5,1
over 55,2717,5,1
over 55,2718,5,1
over 55,2719,5,1
over 55,2720,4,1
over 55,2721,5,1
over 55,2722,5,1
over 55,2723,5,1
over 55,2724,5,1
over 55,2725,5,1
over 55,2726,5,2
over 55,2727,4,3
over 55,2728,5,2
over 55,2729,5,2
over 55,2730,5,1
over 55,2731,5,3
over 55,2732,5,2
over 55,2733,4,1
over 55,2734,5,1
over 55,2735,5,1
over 55,2736,5,2
over 55,2737,4,1
over 55,2738,4,2
over 55,2739,5,1
over 55,2740,4,1
over 55,2741,4,2
over 55,2743,4,3
over 55,2744,4,2
over 55,2745,5,2
over 55,2746,5,1
over 55,2747,5,1
over 55,2748,4,1
over 55,2749,4,2
over 55,2750,5,2
over 55,2751,4,2
over 55,2752,5,1
over 55,2753,4,2
over 55,2754,2,1
over 55,2755,3,2
over 55,2756,5,3
over 55,2757,5,2
over 55,2758,4,2
over 55,2759,5,1
over 55,2760,5,5
over 55,2761,5,2
over 55,2762,5,1
over 55,2763,5,1
over 55,2764,5,2
over 55,2766,5,3
over 55,2767,4,3
over 55,2768,4,3
over 55,2769,5,1
over 55,2770,5,1
over 55,2771,5,1
over 55,2772,5,1
over 55,2773,5,3
over 55,2774,5,2
over 55,2775,5,1
over 55,2776,4,1
over 55,2777,1,1
over 55,2778,4,2
over 55,2779,5,2
over 55,2780,5,1
over 55,2781,5,1
over 55,2782,4,3
over 55,2783,3,1
over 55,2784,4,2
over 55,2785,4,1
over 55,2786,4,1
over 55,2787,5,1
over 55,2788,5,1
over 55,2789,5,1
over 55,2790,4,1
over 55,2791,5,1
over 55,2792,5,1
over 55,2793,5,1
over 55,2794,5,1
over 55,2795,5,1
over 55,2796,5,1
over 55,2797,5,1
over 55,2798,4,1
over 55,2799,4,1
over 55,2800,4,1
over 55,2801,5,1
over 55,2802,4,1
over 55,2803,5,1
over 55,2804,5,1
over 55,2805,5,1
over 55,2806,5,1
over 55,2807,4,1
over 55,2808,4,1
over 55,2809,4,2
over 55,2810,5,2
over 55,2812,5,1
over 55,2813,5,5
over 55,2815,4,1
over 55,2816,3,1
over 55,2817,4,1
over 55,2818,3,1
over 55,2819,5,2
over 55,2820,4,2
over 55,2822,5,1
over 55,2824,5,5
over 55,2825,1,1
over 55,2826,5,1
over 55,2827,5,1
over 55,2828,5,1
over 55,2829,5,1
over 55,2830,4,4
over 55,2831,4,4
over 55,2833,5,4
over 55,2834,5,1
over 55,2835,4,1
over 55,2836,5,1
over 55,2837,4,3
over 55,2839,5,3
over 55,2840,5,1
over 55,2841,5,1
over 55,2842,5,3
over 55,2843,5,4
over 55,2844,4,1
over 55,2845,1,1
over 55,2846,5,2
over 55,2847,5,4
over 55,2848,5,3
over 55,2849,2,2
over 55,2851,4,1
over 55,2852,5,2
over 55,2853,4,1
over 55,2854,3,3
over 55,2855,2,2
over 55,2856,5,1
over 55,2857,5,1
over 55,2858,5,1
over 55,2859,5,3
over 55,2860,5,1
over 55,2861,5,1
over 55,2862,4,1
over 55,2863,5,1
over 55,2865,3,3
over 55,2866,5,1
over 55,2867,5,1
over 55,2868,4,1
over 55,2870,5,2
over 55,2871,5,1
over 55,2872,5,2
over 55,2873,3,2
over 55,2874,5,1
over 55,2875,5,1
over 55,2876,5,1
over 55,2877,5,1
over 55,2878,4,1
over 55,2879,5,2
over 55,2880,5,1
over 55,2881,5,1
over 55,2882,5,1
over 55,2883,5,2
over 55,2884,4,2
over 55,2885,4,2
over 55,2886,5,3
over 55,2887,2,2
over 55,2888,5,1
over 55,2889,5,1
over 55,2890,5,1
over 55,2891,5,1
over 55,2892,3,1
over 55,2893,5,1
over 55,2894,4,1
over 55,2896,5,3
over 55,2897,4,2
over 55,2898,5,1
over 55,2899,5,2
over 55,2900,5,1
over 55,2901,5,1
over 55,2902,4,1
over 55,2903,4,1
over 55,2904,5,3
over 55,2905,5,4
over 55,2906,5,1
over 55,2907,5,1
over 55,2908,5,1
over 55,2911,3,3
over 55,2912,5,1
over 55,2913,4,1
over 55,2914,3,2
over 55,2915,5,1
over 55,2916,5,1
over 55,2917,5,2
over 55,2918,5,1
over 55,2919,5,2
over 55,2920,5,2
over 55,2921,5,2
over 55,2922,5,1
over 55,2923,5,3
